,name,amenity,lat,lon,neighbourhood
1345,Odo Sushi,fast_food,49.2794353,-123.1069567,Downtown
1349,Earnest Ice Cream,ice_cream,49.2493503,-123.0898772,Kensington-Cedar Cottage
1359,Uncle Fatihs Pizza,fast_food,49.2640478,-123.1142162,Mount Pleasant
1360,Wendy's,fast_food,49.263801,-123.1145916,Mount Pleasant
1365,Starbucks,cafe,49.2347245,-123.157554,Arbutus-Ridge
1366,Boba Boy,cafe,49.2345067,-123.1580907,Kerrisdale
1367,Adonia,cafe,49.2346968,-123.1536668,Shaughnessy
1378,Tim Hortons,cafe,49.2627882,-123.1012573,Mount Pleasant
1380,Starbucks,cafe,49.2447764,-123.1537897,Arbutus-Ridge
1381,Subway,fast_food,49.226217,-123.065504,Victoria-Fraserview
1383,Subway,fast_food,49.2625141,-123.1527767,Kitsilano
1385,Grounds For Coffee,cafe,49.2637878,-123.1861359,West Point Grey
1386,Blenz Coffee,cafe,49.2633902,-123.115605,Fairview
1387,Blenz,cafe,49.2634442,-123.1196602,Fairview
1390,Buro,cafe,49.2807258,-123.1185785,Downtown
1392,Glory Juice,cafe,49.2690461,-123.1029151,Mount Pleasant
1398,Nordstrom E-Bar,cafe,49.2822856,-123.1191044,Downtown
1399,Caffe Express,cafe,49.2845541,-123.1181578,Downtown
1400,Johnnie Fox's Irish Snug,pub,49.2789342,-123.1237243,Downtown
1401,Blenz Coffee,cafe,49.2794404,-123.1230068,Downtown
1402,Blenz Coffee,cafe,49.2757856,-123.1211099,Downtown
1404,Shamrock Alley,bar,49.2873462,-123.141531,West End
1405,Pat's Pub,pub,49.281417,-123.0949933,Strathcona
1406,The Diamond,bar,49.2831604,-123.1040262,Downtown
1407,Six Acres,pub,49.2833904,-123.1044226,Downtown
1413,Chronic Tacos,fast_food,49.2860028,-123.1124564,Downtown
1414,A&W,fast_food,49.2880327,-123.1236171,Downtown
1416,Subway,fast_food,49.2560819,-123.1153942,South Cambie
1417,Halfday Flower and Tea,cafe,49.2635247,-123.1239578,Fairview
1418,The Liberty Distillery,bar,49.2704154,-123.1346411,Fairview
1438,Starbucks,cafe,49.2840399,-123.1235612,West End
1441,Resurrection Distillery and Lounge,bar,49.2820577,-123.0709121,Grandview-Woodland
1442,Finfolk,pub,49.2820425,-123.0723691,Grandview-Woodland
1457,Passion8 Dessert Cafe,cafe,49.2584514,-123.1147139,Mount Pleasant
1458,Sharetea,cafe,49.2599354,-123.114726,Mount Pleasant
1459,Tim Hortons,cafe,49.2658085,-123.1223088,Fairview
1460,K Cafe,cafe,49.262972,-123.1200598,Fairview
1461,Starbucks,cafe,49.2631541,-123.1194644,Fairview
1462,B U N S + B O B A,cafe,49.2629664,-123.0983339,Mount Pleasant
1463,Paper Crane Coffee,cafe,49.2626539,-123.0922063,Mount Pleasant
1464,Buckets Ice Cream,ice_cream,49.2553503,-123.1010809,Riley Park
1465,Church's Chicken,fast_food,49.2541445,-123.1012783,Riley Park
1466,Sakura Cafe,cafe,49.264788,-123.1459071,Kitsilano
1467,Carlos O`Bryan's Neighborhood Pub,pub,49.2653352,-123.1453811,Fairview
1468,Pallet Coffee Roasters,cafe,49.2636034,-123.1508309,Kitsilano
1470,Browns Crafthouse,pub,49.2838402,-123.1138503,Downtown
1471,Parallel 49 Tasting Room & Beer Store,bar,49.2837876,-123.0641858,Grandview-Woodland
1472,Parallel 49 Street Kitchen,pub,49.2837887,-123.0643214,Grandview-Woodland
1473,Gong Cha,cafe,49.231652,-123.0313892,Killarney
1477,The Junction,bar,49.2807293,-123.1323456,West End
1482,Falafel King,fast_food,49.2801341,-123.118169,Downtown
1483,Hubbub,fast_food,49.2794999,-123.1172314,Downtown
1484,Curry Fusion,fast_food,49.2802404,-123.1183332,Downtown
1485,Japadog,fast_food,49.2801999,-123.1182707,Downtown
1486,Viet Sub,fast_food,49.2801622,-123.1182125,Downtown
1487,Chopped Leaf,fast_food,49.2798631,-123.1177806,Downtown
1494,McDonald's,fast_food,49.2873965,-123.1143665,Downtown
1496,Starbucks,cafe,49.2844631,-123.1134341,Downtown
1497,Subway,fast_food,49.2890568,-123.1146229,Downtown
1498,Tim Hortons,cafe,49.2850471,-123.1120652,Downtown
1507,halal arabic food stand,fast_food,49.2842402,-123.1175601,Downtown
1508,Mr Shawarma,fast_food,49.2831011,-123.1171034,Downtown
1509,Mr Shawarma,fast_food,49.2852994,-123.1201643,Downtown
1510,JJ Bean,cafe,49.2874022,-123.1169095,Downtown
1511,Baguette cafe,cafe,49.280456,-123.131581,West End
1512,Starbucks,cafe,49.287236,-123.141423,West End
1513,The Three Brits Public House,pub,49.2870731,-123.1418005,West End
1515,Mean Poutine,fast_food,49.2793561,-123.1234139,Downtown
1516,Megabite,fast_food,49.2792751,-123.1233421,Downtown
1517,The Moose,pub,49.2794324,-123.1235884,Downtown
1518,Tim Hortons,cafe,49.2792354,-123.1227256,Downtown
1519,Fresh Slice Pizza,fast_food,49.2585993,-123.044779,Renfrew-Collingwood
1520,Subway,fast_food,49.2579867,-123.0449264,Renfrew-Collingwood
1521,Jugo Juice,fast_food,49.2848635,-123.124863,West End
1527,Kahve café,cafe,49.2705516,-123.146241,Kitsilano
1528,Prado,cafe,49.2841207,-123.1069471,Downtown
1529,Guilt & Co,pub,49.2836569,-123.1041219,Downtown
1539,No. 5 Orange,bar,49.2830338,-123.0998209,Downtown
1549,Tim Hortons,cafe,49.2321736,-123.0312269,Renfrew-Collingwood
1552,Propaganda Coffee,cafe,49.2804909,-123.0990143,Strathcona
1553,Le Marché St. George,cafe,49.2457153,-123.094297,Riley Park
1554,1181,bar,49.281603,-123.1328977,West End
1555,Disco Cheetah,fast_food,49.2816322,-123.1329448,West End
1556,Pumpjack,bar,49.2814951,-123.1327426,West End
1557,KFC,fast_food,49.2812333,-123.1323093,West End
1558,Café Terra,cafe,49.269881,-123.144966,Fairview
1559,Starbucks,cafe,49.281246,-123.046993,Hastings-Sunrise
1560,Starbucks,cafe,49.2727738,-123.1475974,Kitsilano
1561,Après-midi,cafe,49.2832144,-123.1047785,Downtown
1562,Vera's Burger Shack,fast_food,49.2831781,-123.1044747,Downtown
1563,Tartine Bread and Pies,cafe,49.2802555,-123.130747,West End
1564,Subway,fast_food,49.2318607,-123.0293811,Killarney
1577,Chipotle,fast_food,49.2815417,-123.1211798,Downtown
1578,Browns Social House,pub,49.2797733,-123.1130766,Downtown
1579,Far Out Coffee Post,cafe,49.2849149,-123.0599882,Grandview-Woodland
1580,McDonald's,fast_food,49.285126,-123.0640036,Grandview-Woodland
1581,Yaletown Brewing Company,pub,49.2754345,-123.1209961,Downtown
1582,Wall Flowers,cafe,49.2803909,-123.12543,Downtown
1583,Starbucks,cafe,49.2817947,-123.1246565,Downtown
1584,Pâtisserie Lebeau,cafe,49.269642,-123.144421,Fairview
1585,Bayside Lounge,bar,49.2872658,-123.1415278,West End
1586,Blue Parrot Coffee,cafe,49.2439478,-123.1073594,Riley Park
1587,Starbucks,cafe,49.2453491,-123.1247917,South Cambie
1588,Shaughnessy Cafe,cafe,49.244046,-123.1238522,South Cambie
1589,Aperture Coffee Bar,cafe,49.2632666,-123.1105064,Mount Pleasant
1593,Aperture Coffee Bar,cafe,49.2484101,-123.1008773,Riley Park
1594,Mink,cafe,49.2866225,-123.1153226,Downtown
1595,Ubuntu Canteen,cafe,49.247691,-123.0899686,Kensington-Cedar Cottage
1596,Pacific Coffee Roasters,cafe,49.2792111,-123.116158,Downtown
1597,Salad Loop,fast_food,49.2791142,-123.1158255,Downtown
1599,Subway,fast_food,49.2183451,-123.0773794,Sunset
1601,The Drive Coffee Bar,cafe,49.2699444,-123.0694304,Grandview-Woodland
1606,Bean Around The World,cafe,49.2622219,-123.1223325,Fairview
1609,Wheat and Barley,cafe,49.2784508,-123.0991718,Strathcona
1610,YaYa's,cafe,49.2795831,-123.1241526,Downtown
1611,Freshslice Pizza,fast_food,49.2816572,-123.1205978,Downtown
1612,Orange Julius,fast_food,49.2795971,-123.1174151,Downtown
1613,A&W,fast_food,49.2796191,-123.117481,Downtown
1614,A&W,fast_food,49.2817133,-123.1206758,Downtown
1617,Mario's,cafe,49.2846002,-123.1171091,Downtown
1618,The Den,bar,49.2874645,-123.1295818,West End
1619,Cacao 70,ice_cream,49.2819069,-123.1187639,Downtown
1623,Dublin Calling,pub,49.2801019,-123.1213535,Downtown
1624,Matchstick Coffee Roasters,cafe,49.2786851,-123.0992577,Strathcona
1625,Gemini tea bar,cafe,49.2776328,-123.1310886,Downtown
1626,Daikichi Sushi,fast_food,49.2774536,-123.1313375,Downtown
1627,Pho,fast_food,49.277676,-123.1310303,Downtown
1628,Sushi Coen,fast_food,49.2777387,-123.1309321,Downtown
1629,Ventura Room,bar,49.2796906,-123.1130707,Downtown
1630,Red Racer Taphouse,pub,49.2769066,-123.1154049,Downtown
1631,Rocanini,cafe,49.2770169,-123.1151076,Downtown
1633,A&W,fast_food,49.2093486,-123.1167129,Marpole
1634,Tim Hortons,cafe,49.2092621,-123.1166316,Marpole
1637,Rosemary Rocksalt,cafe,49.2625653,-123.1012778,Mount Pleasant
1638,Subway,fast_food,49.259913,-123.1013173,Mount Pleasant
1639,Bellagio's Gelato,fast_food,49.2577431,-123.1014053,Mount Pleasant
1640,Uncle Abe's,bar,49.2581178,-123.1009494,Mount Pleasant
1641,Hawker's Delight,fast_food,49.2483723,-123.1012782,Riley Park
1642,McDonald's,fast_food,49.2451512,-123.1015128,Riley Park
1643,The Emerald,bar,49.2801961,-123.0974652,Strathcona
1644,A&W,fast_food,49.2787971,-123.1234582,Downtown
1645,Our Town Café,cafe,49.2630073,-123.0999351,Mount Pleasant
1648,Best Bite Donair,fast_food,49.2803306,-123.1308594,West End
1649,Starbucks,cafe,49.2859592,-123.1152363,Downtown
1650,Subway,fast_food,49.284191,-123.1159168,Downtown
1664,WEEDS,cafe,49.2241883,-123.1019459,Sunset
1667,Cartem Donuts,ice_cream,49.2656413,-123.1005753,Mount Pleasant
1673,Wise Club & Hall,pub,49.2772898,-123.0660472,Grandview-Woodland
1674,Cedar Cottage Pub,pub,49.2513484,-123.0777934,Kensington-Cedar Cottage
1675,Bakery Sate,cafe,49.2589012,-123.0699849,Kensington-Cedar Cottage
1678,Chance Cafe,cafe,49.2539218,-123.0677981,Kensington-Cedar Cottage
1679,Commercial Street Cafe,cafe,49.2525689,-123.0681922,Kensington-Cedar Cottage
1680,Darby's,pub,49.2814612,-123.1051707,Downtown
1686,Sweet Revenge,cafe,49.2480929,-123.1008145,Riley Park
1687,Laughing Beans Coffee,cafe,49.2814113,-123.0495721,Hastings-Sunrise
1688,Breka Bakery & Café,cafe,49.278414,-123.1278962,Downtown
1692,Biltmore Cabaret,bar,49.2603834,-123.096422,Mount Pleasant
1694,Church's Chicken,fast_food,49.2809841,-123.0574196,Grandview-Woodland
1695,Pennyroyal Cafe,cafe,49.281317,-123.0587126,Grandview-Woodland
1698,Freshslice Pizza,fast_food,49.2740753,-123.1220882,Downtown
1700,Breka Bakery & Café,cafe,49.2251092,-123.0909697,Sunset
1711,Kent's Kitchen,fast_food,49.2793149,-123.0987588,Strathcona
1712,The Bagel Stop,fast_food,49.2860715,-123.1198755,Downtown
1713,Trees Organic Coffee,cafe,49.2740655,-123.1273593,Downtown
1714,Unwind,fast_food,49.2784482,-123.125521,Downtown
1715,Ridge Garden,fast_food,49.2508148,-123.1680215,Arbutus-Ridge
1717,Fujiya take out,fast_food,49.2870439,-123.1197864,Downtown
1720,Honolulu Coffee,cafe,49.2343946,-123.1548066,Kerrisdale
1722,International Deli Cafe,cafe,49.2110582,-123.1304389,Marpole
1723,Starbucks,cafe,49.2108729,-123.130452,Marpole
1725,Subway,fast_food,49.226921,-123.1288066,Oakridge
1748,Domino's,fast_food,49.2776544,-123.125186,Downtown
1752,,fast_food,49.2538589,-123.0613739,Kensington-Cedar Cottage
1754,Sciué Italian Bakery Caffé,cafe,49.2732067,-123.1207367,Downtown
1758,Cafe Rosemary,cafe,49.2823797,-123.0742822,Grandview-Woodland
1789,Tim Hortons,cafe,49.2874193,-123.1145811,Downtown
1794,Red Card Sports Bar + Eatery,bar,49.2793791,-123.120222,Downtown
1795,JJ Bean,cafe,49.2827821,-123.107962,Downtown
1796,Metropole,bar,49.2825107,-123.1068062,Downtown
1797,Hiro Sushi,fast_food,49.2829336,-123.1082494,Downtown
1798,Grand Union Hotel,pub,49.2817874,-123.1067495,Downtown
1799,Congee Noodle Delight,fast_food,49.2805664,-123.1062443,Downtown
1800,Tangram Creamery,cafe,49.2616159,-123.1532497,Kitsilano
1802,Hooked Poke Bar,fast_food,49.2806971,-123.1249776,Downtown
1803,Pokérrito,fast_food,49.2807276,-123.1249285,Downtown
1804,Trish Juice,fast_food,49.2808062,-123.1248205,Downtown
1805,Twin Leaf,fast_food,49.2854427,-123.1172593,Downtown
1806,Pholicious,fast_food,49.284215,-123.112463,Downtown
1807,Starbucks,cafe,49.284888,-123.1180639,Downtown
1808,Cafe Artigiano,cafe,49.2848628,-123.1187816,Downtown
1809,Cafe Artigiano,cafe,49.2831204,-123.1213927,Downtown
1810,Blenz Coffee,cafe,49.2840267,-123.1122692,Downtown
1811,My Honey's Buns,cafe,49.2840486,-123.11997,Downtown
1812,Faubourg Paris,cafe,49.2830645,-123.1214778,Downtown
1813,Starbucks,cafe,49.2824438,-123.122325,Downtown
1814,Baghdad Cafe,fast_food,49.2834377,-123.1144759,Downtown
1815,Pizza Guys,fast_food,49.2772847,-123.1276861,Downtown
1816,Blue Mountain,cafe,49.276729,-123.1284758,Downtown
1817,BC's Best Coffee,cafe,49.2765348,-123.1287931,Downtown
1818,Main Street Tasting Lounge,bar,49.2646995,-123.0994151,Mount Pleasant
1821,Sunset Beach Consession Stand,cafe,49.2787671,-123.1378619,West End
1822,Jericho Beach Consession,cafe,49.2717194,-123.1915572,West Point Grey
1823,Mr. Sub,fast_food,49.2621487,-123.0447635,Hastings-Sunrise
1826,Starbucks,cafe,49.2324709,-123.0240186,Renfrew-Collingwood
1828,Subway,fast_food,49.2655577,-123.1199868,Fairview
1829,Subway,fast_food,49.2779076,-123.1277317,Downtown
1831,Starbucks,cafe,49.2709784,-123.087674,Strathcona
1832,Tim Hortons,cafe,49.2721608,-123.0977203,Strathcona
1833,Arbutus Coffee,cafe,49.2662772,-123.1527092,Kitsilano
1834,Starbucks,cafe,49.269022,-123.146012,Kitsilano
1835,Bel Café,cafe,49.268772,-123.145147,Fairview
1836,Fresh Bowl,fast_food,49.274141,-123.1200688,Downtown
1837,Persian Tea House,cafe,49.276885,-123.126064,Downtown
1838,Cornerstone Coffee Shop,cafe,49.2682302,-123.1661718,Kitsilano
1839,Cafe Lokal,cafe,49.2681926,-123.1647073,Kitsilano
1840,Flying Wedge Pizza,fast_food,49.2555159,-123.1153245,South Cambie
1841,Tim Hortons,cafe,49.2776017,-123.1272193,Downtown
1842,Starbucks,cafe,49.2790558,-123.1255832,Downtown
1843,Starbucks,cafe,49.2767389,-123.1252348,Downtown
1855,Social Crust Cafe & Catering,cafe,49.2825678,-123.1113926,Downtown
1865,Yama Cafe,cafe,49.2813234,-123.0632825,Grandview-Woodland
1866,Mr Red Cafe,cafe,49.2813135,-123.0608831,Grandview-Woodland
1867,Donair Town,fast_food,49.2914507,-123.1351281,West End
1869,Domino's,fast_food,49.2336486,-123.0361183,Killarney
1870,CoCo Fresh Tea & Juice,cafe,49.2106583,-123.1168256,Marpole
1871,Panago Pizza,fast_food,49.2111569,-123.1408597,Marpole
1872,Mr. Mustache Bubble Tea,cafe,49.2124748,-123.1406438,Marpole
1873,Taan Char,cafe,49.2139841,-123.1401327,Marpole
1874,Bubble Bear Cafe,cafe,49.2126966,-123.1406461,Marpole
1885,The Praguery,ice_cream,49.2834894,-123.1067348,Downtown
1886,Domino's,fast_food,49.2626605,-123.091518,Mount Pleasant
1889,Boba Boy,cafe,49.263513,-123.1421078,Fairview
1901,La Pache Pizza,fast_food,49.2661695,-123.0694931,Grandview-Woodland
1902,Elephant Garden Creamery,ice_cream,49.2662508,-123.0695038,Grandview-Woodland
1911,HY Tea Lounge,cafe,49.26957,-123.139846,Fairview
1913,Starbucks,cafe,49.2335878,-123.0657803,Kensington-Cedar Cottage
1918,JJ Beans,cafe,49.2861756,-123.1406216,West End
1919,Red Room,bar,49.2842279,-123.1113795,Downtown
1920,Indigo Age,cafe,49.2834975,-123.1125167,Downtown
1921,Waffle Frenzy,fast_food,49.2837533,-123.1120999,Downtown
1922,Subway,fast_food,49.2839142,-123.1123573,Downtown
1923,Buro,cafe,49.2844688,-123.1103327,Downtown
1924,Brioche,cafe,49.2841913,-123.1099164,Downtown
1925,Twelve West,bar,49.2770411,-123.1266332,Downtown
1926,Milestones,pub,49.2639564,-123.1152029,Fairview
1932,Kingston,pub,49.280708,-123.1172196,Downtown
1933,Starbucks,cafe,49.280139,-123.127256,Downtown
1934,Mucho Burrito,fast_food,49.2787163,-123.1289359,Downtown
1935,Fountainhead Pub,pub,49.279654,-123.12973,West End
1941,Starbucks,cafe,49.2872169,-123.1285584,West End
1942,Waves Coffee House,cafe,49.278383,-123.1149456,Downtown
1943,Subway,fast_food,49.2796822,-123.1265354,Downtown
1945,Sciué,cafe,49.2852515,-123.1161798,Downtown
1946,Starbucks,cafe,49.2846685,-123.115193,Downtown
1947,Tim Hortons,cafe,49.284954,-123.115582,Downtown
1954,The Brighton,bar,49.2812751,-123.0551908,Hastings-Sunrise
1960,Starbucks,cafe,49.2063511,-123.030686,Killarney
1961,Honolulu Coffee,cafe,49.2630659,-123.1165744,Fairview
1962,,vending_machine,49.2628342,-123.0692772,Grandview-Woodland
1963,,vending_machine,49.2628692,-123.0693623,Grandview-Woodland
1964,,vending_machine,49.262852,-123.0693223,Grandview-Woodland
1965,,vending_machine,49.2726747,-123.1012782,Mount Pleasant
1966,Starbucks,cafe,49.2609883,-123.1155765,Fairview
1977,Yaletown Gelato,ice_cream,49.2750378,-123.123373,Downtown
1978,Bismarck,bar,49.2804152,-123.1074119,Downtown
1979,Einstein Wrap House,fast_food,49.280541,-123.1074094,Downtown
1983,Off the Grid Waffle Cafe,cafe,49.2306265,-123.0908896,Sunset
1991,Babylon Cafe,fast_food,49.2796131,-123.1239353,Downtown
1992,Subway,fast_food,49.2747568,-123.1002559,Downtown
1995,Pallet Coffee Roasters,cafe,49.2798788,-123.1236378,Downtown
2001,5FiftyGame,internet_cafe,49.2833999,-123.1145203,Downtown
2002,Caffe Barney,bar,49.2592073,-123.1389048,Fairview
2004,Pizza Pizza,fast_food,49.2629671,-123.0988218,Mount Pleasant
2005,Jenjudan,cafe,49.211253,-123.1401676,Marpole
2006,Cha Yuan,cafe,49.2740045,-123.1223976,Downtown
2010,Andina Tasting Lounge,pub,49.2834684,-123.0736709,Grandview-Woodland
2014,Matchstick,cafe,49.2743949,-123.1262124,Downtown
2016,Xing Fu Tang,cafe,49.2545199,-123.1149885,Riley Park
2017,Kyle's Cafe,cafe,49.2609647,-123.0699741,Kensington-Cedar Cottage
2029,In the Moment Coffee,cafe,49.281261,-123.0254265,Hastings-Sunrise
2032,Starbucks,cafe,49.2812597,-123.0536749,Hastings-Sunrise
2033,FreshSlice,fast_food,49.2812597,-123.0537245,Hastings-Sunrise
2035,Abdul's BBQ,fast_food,49.2803398,-123.1072667,Downtown
2036,Yak & Yeti Bistro,fast_food,49.2683055,-123.1723907,Kitsilano
2037,Everyday Sushi,fast_food,49.2636878,-123.2113535,West Point Grey
2038,The Cove Pub,fast_food,49.2687846,-123.1852151,Kitsilano
2040,Best Neighbors,fast_food,49.2514267,-123.1272648,South Cambie
2046,Prado Cafe,cafe,49.2671957,-123.0694571,Grandview-Woodland
2054,Ethical Bean Café,cafe,49.2727336,-123.0284788,Hastings-Sunrise
2055,Elysian Coffee Roasters,cafe,49.2645304,-123.1050298,Mount Pleasant
2057,Timbertrain,cafe,49.2839055,-123.1094962,Downtown
2058,Meatball Kitchen,fast_food,49.2830143,-123.1091786,Downtown
2059,Bamboo Cafe,cafe,49.2837399,-123.1092308,Downtown
2060,Pub 340,bar,49.2828092,-123.1092642,Downtown
2065,Subway,fast_food,49.2792636,-123.1078464,Downtown
2066,Tim Hortons,cafe,49.2809701,-123.107834,Downtown
2067,The Narrow Lounge,pub,49.2683292,-123.1003762,Mount Pleasant
2068,Two Parrots,bar,49.2769507,-123.1261599,Downtown
2069,Fritz's European Fry House,fast_food,49.2772949,-123.1266675,Downtown
2070,Freshslice Pizza,fast_food,49.2776678,-123.1266852,Downtown
2071,Caffè Cittadella,cafe,49.264819,-123.1172519,Fairview
2077,PappaRoti,cafe,49.2888664,-123.1311016,West End
2078,Pokébar,fast_food,49.2800579,-123.1309152,West End
2099,Ballyhoo Public House,pub,49.2822225,-123.1241191,Downtown
2106,Xing Fu Tang,cafe,49.2127759,-123.1401871,Marpole
2111,Granville Island Brewing Taproom,pub,49.2705549,-123.1356713,Fairview
2113,Blarney Stone,pub,49.2827946,-123.1041486,Downtown
2114,Lotus Seed Vegan,cafe,49.2631683,-123.1208683,Fairview
2116,Yopo,fast_food,49.2760108,-123.1219029,Downtown
2117,Menchie's Frozen Yogourt,fast_food,49.2753352,-123.1237311,Downtown
2118,The New Oxford,bar,49.2757085,-123.1222873,Downtown
2119,O-Cha Tea Bar,cafe,49.2761071,-123.1217571,Downtown
2120,The Keefer,bar,49.2796198,-123.1013261,Downtown
2121,Balila,fast_food,49.2798076,-123.1267669,Downtown
2122,Small Victory,cafe,49.2764571,-123.1212148,Downtown
2123,Greenhorn Espresso Bar,cafe,49.2866311,-123.1340267,West End
2124,,vending_machine,49.2730868,-123.0996251,Strathcona
2125,,vending_machine,49.2730843,-123.0996032,Strathcona
2126,JJ Bean,cafe,49.28207,-123.1137317,Downtown
2127,Field & Social,cafe,49.2819959,-123.1136208,Downtown
2128,Blenz Coffee,cafe,49.2868125,-123.1131691,Downtown
2129,Mediterranean Grill,cafe,49.2877383,-123.1408632,West End
2131,Chancho Tortilleria,fast_food,49.2761708,-123.1249057,Downtown
2132,Bella Gelateria,ice_cream,49.2878268,-123.1162114,Downtown
2133,Subway,fast_food,49.263802,-123.1405911,Fairview
2134,Tim Hortons,cafe,49.2638336,-123.1407841,Fairview
2143,Starbucks,cafe,49.2195226,-123.0410962,Killarney
2144,A&W,fast_food,49.2192667,-123.0408347,Killarney
2145,Subway,fast_food,49.2188696,-123.0401823,Killarney
2156,Starbucks,cafe,49.2578202,-123.1682797,Kitsilano
2157,The Wolf and Hound,pub,49.2644903,-123.1842004,Kitsilano
2158,McDonald's,fast_food,49.2640388,-123.178066,Kitsilano
2159,Starbucks,cafe,49.2641628,-123.1663008,Kitsilano
2160,Manchester Public Eatery,pub,49.2639431,-123.1492041,Kitsilano
2161,Blenz Coffee,cafe,49.2771432,-123.1264714,Downtown
2162,Starbucks,cafe,49.2799212,-123.1178938,Downtown
2163,Waves Coffee House,cafe,49.2807244,-123.1224892,Downtown
2164,Lennox Pub,pub,49.281145,-123.119819,Downtown
2165,Prego Cofee,cafe,49.2750713,-123.1333344,Downtown
2167,Starbucks,cafe,49.2632231,-123.1389199,Fairview
2168,Blenz Coffee,cafe,49.2634549,-123.1383566,Fairview
2169,Starbucks,cafe,49.2654797,-123.1382778,Fairview
2175,Russel Brewing Company,pub,49.2642338,-123.1725691,Kitsilano
2176,Starbucks,cafe,49.2639716,-123.1702755,Kitsilano
2177,Thomas Haas,cafe,49.2641245,-123.1632742,Kitsilano
2178,Platform 7,cafe,49.2637397,-123.1578123,Kitsilano
2179,Evelyn's Coffee and Grill,fast_food,49.2637096,-123.1545909,Kitsilano
2180,Solaris Coffee,cafe,49.2636686,-123.1485129,Kitsilano
2181,Starbucks,cafe,49.263547,-123.1443925,Fairview
2182,Storm Crow Alehouse,pub,49.2638288,-123.1416759,Fairview
2183,Xing Fu Tang,cafe,49.2832473,-123.1164016,Downtown
2184,Subway,fast_food,49.2626769,-123.0904448,Mount Pleasant
2186,49th Parallel Café & Lucky's Donuts,cafe,49.2591422,-123.100838,Mount Pleasant
2187,Starbucks,cafe,49.258523,-123.1008804,Mount Pleasant
2197,Wicked Cafe,cafe,49.265473,-123.135885,Fairview
2199,Subway,fast_food,49.2804593,-123.1219022,Downtown
2200,Grain Tasting Bar,bar,49.2852025,-123.1203437,Downtown
2207,Jenjudan,cafe,49.2316937,-123.0296352,Killarney
2211,Trafiq,cafe,49.2473437,-123.1009465,Riley Park
2232,16th Avenue Cafe,cafe,49.256999,-123.1270226,South Cambie
2254,Craft Restaurant & Bar,pub,49.2705733,-123.1063824,Mount Pleasant
2259,Starbucks,cafe,49.285758,-123.1116688,Downtown
2260,Numbers,bar,49.2796989,-123.1303992,West End
2265,,fast_food,49.2750595,-123.2066651,West Point Grey
2266,Spanish Banks East Concession,fast_food,49.2762862,-123.2149049,West Point Grey
2267,Dairy Queen,fast_food,49.2359278,-123.0447153,Renfrew-Collingwood
2275,The Union,pub,49.2777673,-123.0989237,Strathcona
2276,49th Parallel Café & Lucky's Doughnuts,cafe,49.2860362,-123.1230296,Downtown
2277,Doux Crêpes,cafe,49.2743631,-123.1268723,Downtown
2285,One Saigon,fast_food,49.2808277,-123.1247845,Downtown
2290,Tim Hortons,cafe,49.2875882,-123.1216196,Downtown
2291,Triple O's,fast_food,49.2866181,-123.1209638,Downtown
2292,,food_court,49.2866636,-123.1207948,Downtown
2293,,food_court,49.2866951,-123.118759,Downtown
2294,Tim Hortons,cafe,49.249466,-123.1156479,South Cambie
2298,Kind Cafe,cafe,49.2577988,-123.1009212,Mount Pleasant
2299,Fufú Café,cafe,49.2633404,-123.132654,Fairview
2300,Castella Cheesecake,cafe,49.2857878,-123.1269044,West End
2301,Vera's Burger Shack,fast_food,49.2795194,-123.1301024,West End
2302,Molli Cafe,cafe,49.2787557,-123.1301016,West End
2303,Starbucks,cafe,49.2803846,-123.1309375,West End
2316,Hayan Mug,cafe,49.2519791,-123.100768,Riley Park
2317,KingSize Bubble Tea & Games,cafe,49.2463221,-123.1014214,Riley Park
2318,Freshslice Pizza,fast_food,49.2468654,-123.1013909,Riley Park
2319,Matchstick,cafe,49.2418836,-123.1016621,Riley Park
2320,Dairy Queen,fast_food,49.2594216,-123.1008786,Mount Pleasant
2327,Tony's Coffee,cafe,49.2636404,-123.1220797,Fairview
2328,Mac Falafel,fast_food,49.2638061,-123.1854424,Kitsilano
2329,One Under Vancouver,bar,49.2847445,-123.114506,Downtown
2330,TAP shack Eatery,bar,49.2897968,-123.1212582,Downtown
2334,Sharetea,cafe,49.232398,-123.0255075,Renfrew-Collingwood
2335,TTOB,cafe,49.2556064,-123.1149305,Riley Park
2341,Subway,fast_food,49.2703957,-123.105986,Mount Pleasant
2342,The Bubble Tea Shop,cafe,49.2696863,-123.1063556,Mount Pleasant
2343,Blenz Coffee,cafe,49.2694623,-123.1063731,Mount Pleasant
2344,Starbucks,cafe,49.2642321,-123.1144869,Mount Pleasant
2345,Tim Hortons,cafe,49.2812759,-123.0464917,Hastings-Sunrise
2346,33 Brewing Experiment,bar,49.2639071,-123.1055201,Mount Pleasant
2347,33 Acres Brewing,bar,49.2639071,-123.1053136,Mount Pleasant
2348,Sciué,cafe,49.2853345,-123.1122226,Downtown
2351,JJ Bean,cafe,49.2701097,-123.1091957,Mount Pleasant
2356,Caffè Artigiano,cafe,49.2876852,-123.1205021,Downtown
2360,Starbucks,cafe,49.2792817,-123.1169322,Downtown
2361,Starbucks,cafe,49.2772564,-123.1187373,Downtown
2362,Starbucks,cafe,49.2768092,-123.1148343,Downtown
2364,McDonald's,fast_food,49.2808356,-123.0305122,Hastings-Sunrise
2365,Oscar's Pub,pub,49.2809539,-123.023841,Hastings-Sunrise
